id,Ticker,Pays,Industrie,Secteur,Bourse,Nom_complet,Devise,Devise_financiere,Cloture_precedente,Prix_d_ouverture,Plus_bas_du_jour,Plus_haut_du_jour,Cloture_precedente_marche_regulier,Prix_actuel,Plus_bas_sur_52_semaines,Plus_haut_sur_52_semaines,Moyenne_sur_50_jours,Moyenne_sur_200_jours,Volume,Volume_moyen,Volume_moyen_10_jours,Capitalisation_boursiere,Actions_en_circulation,Pourcentage_detenu_institutions,Ratio_cours_ventes_TTM,Valeur_d_entreprise,Marges_beneficiaires,Ratio_cours_valeur_comptable,Valeur_entreprise_chiffre_d_affaires,Valeur_entreprise_EBITDA,Taux_de_dividende,Rendement_du_dividende,Ratio_de_distribution,Rendement_moyen_5_ans,Valeur_dernier_dividende,Croissance_trimestrielle_benefices,Benefice_net_actions_ordinaires,BPA_historique,BPA_previsionnel,Croissance_benefices,Croissance_chiffre_d_affaires,Marges_brutes,Marges_EBITDA,Marges_operationnelles,Rendement_actifs,Rendement_capitaux_propres,Tresorerie_totale,Tresorerie_par_action,Dette_totale,Ratio_dette_capitaux_propres,Valeur_comptable,Ratio_liquidite_immediate,Ratio_liquidite_courante,Benefice_brut,Flux_de_tresorerie_dispo,Flux_de_tresorerie_exploitation,Objectif_prix_eleve,Objectif_prix_bas,Prix_cible_moyen,Prix_cible_median,Moyenne_des_recommandations,Recommandation_cle,Nombre_d_avis_analystes,Dernier_split,Date_dernier_split,Variation_52_semaines,Beta,PER_historique,PER_previsionnel,Ratio_PEG_historique,Date_de_collecte
2711,OSK,United States,Farm & Heavy Construction Machinery,Industrials,NYQ,Oshkosh Corporation,USD,USD,111.56,112.13,110.35,113.28,111.56,110.43,89.08,127.98,101.1374,105.95935,591569.0,638533.0,1100780.0,7258652160.0,65065000.0,0.93441004,0.6848496,7598065664.0,0.06407,1.7515504,0.717,6.025,1.84,0.019199999,0.17379999,1.54,0.46,-0.019,679100032.0,10.25,10.83,-0.014,0.092,0.18648,0.11898,0.09769,0.070700005,0.17764999,160900000.0,2.473,1536800000.0,37.465,63.047,0.762,1.463,1976499968.0,-34012500.0,238900000.0,179.0,95.0,128.01466,127.0,2.125,buy,15.0,2:1,2005-08-29 02:00:00,-0.0029492974,1.173,10.773659,8.683754,,2025-02-10 00:58:34.321172
2765,BLCO,Canada,Medical Instruments & Supplies,Healthcare,NYQ,Bausch + Lomb Corporation,USD,USD,16.06,16.16,16.0,16.36,16.06,16.1,13.16,21.69,18.2312,17.1993,554441.0,541751.0,807010.0,5669840384.0,352164000.0,0.111219995,1.2104697,10041840640.0,-0.07857,0.8602725,2.144,15.814,,,,,,,-368000000.0,-1.04,1.19,,0.188,0.60888,0.13557,0.05435,0.00889,-0.052270003,329000000.0,0.934,4629000192.0,69.494,18.715,0.722,1.57,2852000000.0,137124992.0,225000000.0,25.0,18.0,20.66467,20.0,2.4375,buy,15.0,,,0.14387465,0.46,,20.495977,,2025-02-10 01:00:28.747941
2712,DDS,United States,Department Stores,Consumer Cyclical,NYQ,"Dillard's, Inc.",USD,USD,472.24,472.33,461.5601,476.0775,472.24,473.51,328.0,492.99,452.5588,413.1791,78204.0,132533.0,111850.0,7530798080.0,11918000.0,0.72846,1.115583,6496445952.0,0.09782,4.528466,0.962,6.638,1.0,0.0023,0.0247,0.57,0.25,-0.434,660361984.0,38.77,26.14,-0.425,-0.052,0.41202,0.14497,0.06151,0.13889,0.36101002,1070478976.0,66.165,560489024.0,28.759,104.563,1.505,3.144,2781381888.0,350297504.0,661697024.0,450.0,196.0,331.66666,349.0,,none,3.0,3:1,1992-06-08 02:00:00,0.15219831,0.882,12.213309,15.464076,,2025-02-10 00:58:36.437467
2713,HMY,South Africa,Gold,Basic Materials,NYQ,Harmony Gold Mining Company Limited,USD,ZAR,12.14,12.17,11.951,12.28,12.14,12.0,5.41,12.29,9.4448,9.59925,9209439.0,6197278.0,7882700.0,7464827904.0,622068992.0,0.26025,0.1216186,5308017152.0,0.1399,0.18245122,0.086,0.283,0.17,0.0139999995,0.1616,2.41,0.052,-0.105,8586999808.0,0.73,1.43,-0.128,0.152,0.353,0.30585,0.23087999,0.15271,0.22915001,4693000192.0,7.57,2300000000.0,5.617,65.771,0.943,1.562,21667000320.0,4889874944.0,15649999872.0,12.74327,10.5,11.62164,11.62164,3.0,hold,2.0,,,1.0716724,1.245,16.438356,8.050287,,2025-02-10 00:58:38.553331
2714,ALV,Sweden,Auto Parts,Consumer Cyclical,NYQ,"Autoliv, Inc.",USD,USD,93.98,94.31,92.28,94.31,93.98,93.41,89.51,129.38,96.6096,102.90675,686065.0,690315.0,986930.0,7303420416.0,77712496.0,0.74117994,0.6939117,9958126592.0,0.059860002,3.2151587,0.946,7.371,2.8,0.0276,0.35509998,2.48,0.68,0.03,630000000.0,8.0,10.18,0.108,-0.016,0.18100001,0.12836,0.0908,0.07403,0.2638,415000000.0,5.27,2384000000.0,103.742,29.053,0.646,0.958,1904999936.0,441875008.0,1086000000.0,140.0,95.0,112.96222,110.0,2.0,buy,18.0,1388:1000,2018-07-02 02:00:00,-0.14563638,1.602,11.67625,8.368895,,2025-02-10 00:58:40.670178
2715,AZEK,United States,Building Products & Equipment,Industrials,NYQ,The AZEK Company Inc.,USD,USD,51.04,51.13,49.87,51.51,51.04,50.09,35.48,54.91,50.6084,45.92965,1664963.0,1467276.0,1728900.0,7196530688.0,143672000.0,1.01675,4.85585,7060032000.0,0.11083,5.203075,4.764,19.783,,,,,,0.447,164247008.0,0.99,1.37,0.478,0.121,0.37608,0.24080999,0.17434,0.06034,0.11604,348375008.0,2.408,685848000.0,49.235,9.627,1.943,3.068,557358016.0,239012880.0,290630016.0,64.0,41.9,57.62632,58.0,1.73684,buy,19.0,,,0.1279558,1.885,50.59596,29.69493,,2025-02-10 00:58:42.781434
2716,ESAB,United States,Metal Fabrication,Industrials,NYQ,ESAB Corporation,USD,USD,124.35,124.65,122.57,125.245,124.35,122.83,87.12,135.97,124.0502,109.3714,135111.0,241261.0,161130.0,7516729344.0,60448100.0,0.95492995,2.7240498,8383395328.0,0.09471,4.0412583,3.038,15.856,0.32,0.0026,0.0629,,0.08,0.185,271657984.0,4.4,5.38,0.179,-0.011,0.37467,0.1916,0.16025,0.0743,0.16323,253670000.0,4.196,1171620992.0,62.396,30.394,1.059,1.917,1033857024.0,284484640.0,350918016.0,160.0,106.0,133.9,136.0,2.3,buy,10.0,,,0.37799203,1.321,27.915909,22.81563,1.5833,2025-02-10 00:58:44.896287
2717,WEX,United States,Software - Infrastructure,Technology,NYQ,WEX Inc.,USD,USD,151.93,152.0,146.03,153.895,151.93,152.08,146.03,244.04,179.147,187.6847,1433129.0,397445.0,546900.0,6050244096.0,39783300.0,1.06019,2.2788112,7731627520.0,0.12452,3.6082377,2.912,8.223,,,,,,4.592,330600000.0,7.51,17.07,5.0,0.022,0.72394997,0.35412,0.29497,0.03161,0.19598,4277799936.0,107.527,4578699776.0,272.948,42.148,0.942,1.045,1922099968.0,637937472.0,604899968.0,208.11,140.0,170.93153,164.0,2.6875,hold,13.0,,,-0.283822,1.574,20.250332,9.029303,,2025-02-10 00:58:47.013495
2718,MTDR,United States,Oil & Gas E&P,Energy,NYQ,Matador Resources Company,USD,USD,56.47,56.69,56.5,57.41,56.47,56.68,47.15,71.08,58.3836,57.5801,658228.0,1070401.0,892520.0,7072133632.0,124773000.0,0.89827,2.2815948,10877614080.0,0.29853,1.4524767,3.509,4.635,1.0,0.0177,0.1058,,0.25,-0.059,925328000.0,7.59,8.0,-0.096,0.116,0.8013,0.75714,0.49011,0.09967,0.22501,23277000.0,0.187,3603193088.0,70.703,39.023,0.652,0.877,2483740928.0,-86605000.0,2290273024.0,90.0,62.0,76.82353,75.0,1.41176,strong_buy,17.0,,,0.033302784,3.268,7.4677205,6.7151866,1.0303,2025-02-10 00:58:49.129926
2719,VIPS,China,Internet Retail,Consumer Cyclical,NYQ,Vipshop Holdings Limited,USD,CNY,15.22,15.13,14.875,15.415,15.22,14.97,11.5,20.19,13.7026,14.3056,4032107.0,2990303.0,2543160.0,7812843008.0,435526016.0,0.68961,0.06978159,-16885987328.0,0.075100005,0.21964318,-0.151,-1.465,0.43,0.031,0.2014,,0.43,-0.079,8408356864.0,2.06,2.36,-0.07,-0.036,0.2367,0.10293,0.08307,0.09937,0.23172002,22951651328.0,215.125,3158863104.0,7.957,68.156,1.091,1.283,26501097472.0,,,20.392443,11.017468,15.56427,15.561563,2.25,buy,22.0,10:1,2014-11-04 01:00:00,-0.093508065,0.332,7.2669907,0.8839144,,2025-02-10 00:58:51.240973
2720,KBR,United States,Engineering & Construction,Industrials,NYQ,"KBR, Inc.",USD,USD,54.4,54.7,54.1022,55.06,54.4,54.56,52.57,72.6,58.0578,63.6879,1111738.0,1584936.0,1360970.0,7269683712.0,133242000.0,0.97719,0.9890726,9649683456.0,0.04354,4.8364506,1.313,14.915,0.6,0.011,0.24790001,1.06,0.15,,319000000.0,2.37,3.88,,0.1,0.14245,0.08803,0.07653,0.053319998,0.21045999,479000000.0,3.595,2848000000.0,188.111,11.281,0.979,1.073,1047000000.0,579750016.0,505000000.0,84.0,64.0,74.5,75.5,1.5,strong_buy,10.0,,,0.008154154,0.892,23.0211,14.155472,,2025-02-10 00:58:53.363530
2721,MNSO,China,Specialty Retail,Consumer Cyclical,NYQ,MINISO Group Holding Limited,USD,CNY,22.89,23.26,22.93,23.87,22.89,23.15,12.51,27.71,23.249,19.9232,646808.0,1420081.0,642550.0,7233634304.0,312468000.0,0.11604,0.52270687,18084227072.0,0.16282,0.78485215,1.307,6.268,0.27,0.0148,0.41689998,,0.274,0.09,2253241088.0,1.0,1.51,0.103,0.241,0.41177,0.20849001,0.17723,0.131,0.26752,6867009024.0,5.526,1944416000.0,19.994,29.496,1.763,2.343,5698430976.0,1570741248.0,2330315008.0,32.39568,14.707795,25.461002,26.404284,1.66667,buy,14.0,,,0.3897996,0.16,23.15,2.126991,,2025-02-10 00:58:55.482757
2722,CWAN,United States,Software - Application,Technology,NYQ,"Clearwater Analytics Holdings, Inc.",USD,USD,29.08,29.24,28.565,29.58,29.08,28.66,15.62,35.71,28.7444,24.05145,1833027.0,2720755.0,1466270.0,7124990464.0,213707008.0,0.95403,16.790087,6204020224.0,0.00156,15.601524,14.62,149.563,,,,,,,663000.0,,0.53,,0.224,0.7225,0.09774999,0.06335,0.03253,0.00907,305828000.0,1.393,73507000.0,16.205,1.837,4.48,4.663,306596000.0,145448752.0,127617000.0,40.0,28.0,33.66667,34.0,,none,9.0,,,0.50361943,0.603,,53.92083,2.6926,2025-02-10 00:58:57.606987
2723,BFAM,United States,Personal Services,Consumer Cyclical,NYQ,Bright Horizons Family Solutions Inc.,USD,USD,121.81,122.23,121.55,123.18,121.81,121.82,94.83,141.9,114.7252,119.8681,312571.0,541550.0,420110.0,7087877632.0,58183200.0,1.03987,2.6975594,8821359616.0,0.04437,5.0614924,3.357,23.806,,,,,,0.373,116580000.0,2.0,4.08,0.362,0.114,0.23957,0.14103,0.12432,0.04325,0.09092,109933000.0,1.889,1843411968.0,131.748,24.068,0.512,0.606,629480000.0,150110368.0,311982016.0,160.0,102.0,133.306,131.0,2.3,buy,10.0,,,0.20759392,1.492,60.91,30.378979,,2025-02-10 00:58:59.722534
2724,JHG,United Kingdom,Asset Management,Financial Services,NYQ,Janus Henderson Group plc,USD,USD,45.82,46.01,45.2,46.08,45.82,45.32,29.64,46.68,43.5136,38.2369,686438.0,1008480.0,1193090.0,7283377152.0,158956000.0,0.91413003,3.1213582,5609538048.0,0.17502001,1.5505679,2.404,9.155,1.56,0.0357,0.6166,5.31,0.39,-0.708,398200000.0,2.53,3.62,-0.696,0.199,0.6425,0.26258,0.2636,0.05455,0.095290005,2522800128.0,15.871,698600000.0,13.627,29.228,2.899,3.085,1499200000.0,487687488.0,608800000.0,57.0,25.3,45.60833,46.0,2.75,hold,12.0,,,0.5117123,1.473,17.913044,10.976475,1.2071,2025-02-10 00:59:01.848357
2725,SSD,United States,Lumber & Wood Production,Basic Materials,NYQ,"Simpson Manufacturing Co., Inc.",USD,USD,167.71,168.11,164.82,167.19,167.71,165.42,155.73,218.38,172.9658,176.95975,190372.0,223115.0,250090.0,7071341056.0,42164100.0,0.98544997,3.1904335,7189331456.0,0.14509,3.7559602,3.244,14.064,1.12,0.0067000003,0.1455,0.86,0.28,-0.101,321580000.0,7.46,8.46,-0.091,0.012,0.4596,0.23063,0.21490999,0.09402,0.18238,339427008.0,8.05,553974976.0,29.832,44.042,1.852,3.532,1018656000.0,73690248.0,251210000.0,196.0,180.0,190.33333,195.0,,none,3.0,2:1,2004-11-19 01:00:00,-0.12832642,1.32,22.174263,20.18548,,2025-02-10 00:59:03.963224
2726,CHH,United States,Lodging,Consumer Cyclical,NYQ,"Choice Hotels International, Inc.",USD,USD,155.97,156.25,153.52,155.77,155.97,154.24,108.91,155.98,145.4602,130.8458,329866.0,295696.0,336450.0,7234982400.0,46907300.0,0.68764997,9.287407,9121466368.0,0.32453,,11.709,19.269,1.15,0.0074,0.2207,1.1,0.288,0.149,251535008.0,5.21,7.01,0.227,0.034,0.89741,0.60765,0.71058,0.113079995,,58565000.0,1.258,1920660992.0,,-2.064,0.572,0.707,699089984.0,300785120.0,285904000.0,165.0,110.0,133.95,134.0,3.23529,hold,16.0,2:1,2005-10-24 02:00:00,0.2909286,1.244,29.604607,22.058962,1.6953,2025-02-10 00:59:06.078548
2727,BMA,Argentina,Banks - Regional,Financial Services,NYQ,Banco Macro S.A.,USD,ARS,99.17,98.61,93.0,99.95,99.17,93.32,28.7,118.42,98.3778,71.68725,259482.0,343905.0,332300.0,6722194432.0,62817800.0,0.11051,0.0019359095,-4745135652864.0,0.13573,0.029190449,-1.367,,21.57,0.2629,0.3744,,1.798,,471290609664.0,7.33,10.12,,-0.531,,,-0.78998,0.0634,0.23966,5262050590720.0,8229.497,463678439424.0,,3196.936,,,3445459255296.0,,340506378240.0,155.87733,14.810535,96.115135,103.86318,2.14286,buy,6.0,,,2.275099,1.496,12.731241,0.010625366,,2025-02-10 00:59:08.211653
2728,ADT,United States,Security & Protection Services,Industrials,NYQ,ADT Inc.,USD,USD,7.54,7.57,7.505,7.62,7.54,7.54,6.1,8.25,7.2932,7.263,5453079.0,5423545.0,6579700.0,6718237696.0,836268992.0,0.9909,1.3069739,14494351360.0,0.17255,1.7465833,2.82,5.962,0.22,0.0292,20.0,2.02,0.055,,14296000.0,0.01,0.8,,0.054,0.79488,0.47297,0.26365,0.04093,0.00401,95338000.0,0.106,7820132864.0,200.656,4.317,0.409,0.805,4085918976.0,528334016.0,1837255040.0,9.2,7.0,8.64,9.0,2.6,hold,5.0,,,0.1120944,1.517,754.0,9.2794285,,2025-02-10 00:59:10.325176
2729,WFG,Canada,Lumber & Wood Production,Basic Materials,NYQ,West Fraser Timber Co. Ltd.,USD,USD,85.85,85.81,84.64,85.97,85.85,85.33,73.91,102.4,89.668,86.88755,133627.0,148475.0,178860.0,6880525312.0,77964400.0,0.48164,1.095102,6384378368.0,-0.01528,0.96198505,1.016,10.641,1.28,0.0149,0.72190005,1.32,0.32,,-96000000.0,-1.14,4.96,,-0.157,0.29349002,0.0955,-0.061929997,0.00342,-0.013099999,997000000.0,12.424,534000000.0,7.502,88.702,1.126,1.823,1844000000.0,340875008.0,584000000.0,120.0,90.0,111.0,115.0,1.85714,buy,6.0,2:1,2014-01-14 01:00:00,0.096844316,2.054,,17.81349,,2025-02-10 00:59:12.445861
2730,FMC,United States,Agricultural Inputs,Basic Materials,NYQ,FMC Corporation,USD,USD,35.66,34.99,33.8,35.057,35.66,34.54,33.8,68.72,53.2038,58.8948,7824785.0,2002896.0,4809260.0,4451653632.0,124836000.0,0.93412,1.0680808,10561715200.0,0.34931,0.93576443,2.534,15.017,2.32,0.0422,0.1903,2.41,0.58,,1525600000.0,3.11,4.66,,0.085,0.37427,0.16874,0.14849,0.028269999,0.38454,416700000.0,3.338,4209999872.0,90.927,36.911,0.922,1.481,1559900032.0,600187520.0,564400000.0,95.0,36.0,54.45111,49.0,2.44444,buy,18.0,1153:1000,2019-03-04 01:00:00,-0.31091785,0.853,11.10611,8.033735,,2025-02-10 00:59:14.564814
2731,FCN,United States,Consulting Services,Industrials,NYQ,"FTI Consulting, Inc.",USD,USD,193.4,194.22,193.0,195.61,193.4,193.99,185.93,243.6,196.1938,212.1643,125115.0,225668.0,190230.0,6972834816.0,35944300.0,0.97925,1.870189,6719388672.0,0.083680004,3.043028,1.802,14.571,,,,,,-0.202,312011008.0,8.73,8.75,-0.209,0.037,0.32794997,0.12369,0.09814999,0.0756,0.15158,386344000.0,10.937,253166000.0,11.241,63.749,1.908,2.085,1222740992.0,462241120.0,462768000.0,275.0,194.0,234.5,234.5,,none,2.0,3:2,2003-06-05 02:00:00,-0.008713484,0.114,22.221079,22.34051,,2025-02-10 00:59:16.685701
2732,WTS,United States,Specialty Industrial Machinery,Industrials,NYQ,"Watts Water Technologies, Inc.",USD,USD,207.12,206.62,202.3,207.41,207.12,205.05,175.37,222.7,209.2118,200.9657,282464.0,153585.0,201220.0,6904013312.0,27380100.0,0.9922,3.0558195,6742304256.0,0.12362,4.0471725,2.984,15.06,1.72,0.0083,0.1894,0.78,0.43,0.05,279300000.0,8.26,8.97,0.051,0.078,0.47138,0.19816,0.18212,0.111619994,0.17784001,306500000.0,9.195,213800000.0,12.658,50.665,1.433,2.552,1065000000.0,228987504.0,331500000.0,225.0,175.0,205.0,207.5,,none,6.0,2:1,1994-03-16 01:00:00,-0.039955497,0.902,24.824455,22.913816,2.8751,2025-02-10 00:59:18.806438
2733,RLI,United States,Insurance - Property & Casualty,Financial Services,NYQ,RLI Corp.,USD,USD,78.01,77.9,76.69,77.8999,78.01,76.91,67.53,91.145,80.8517,76.60507,426329.0,455508.0,687710.0,7156483072.0,91738000.0,0.81675005,4.0551634,3429735936.0,0.23772,2.0151973,1.943,6.488,0.58,0.0074,0.1232,0.88,2.145,6.02,419531008.0,3.68,6.38,6.103,0.417,0.38017,0.29954,0.24937001,0.05973,0.27533,263930000.0,5.76,116384000.0,6.657,38.165,0.399,1.021,670926016.0,409548640.0,554204032.0,100.0,61.0,82.8,82.0,2.66667,hold,5.0,2:1,2025-01-16 01:00:00,0.10676026,0.383,20.899458,23.696552,,2025-02-10 00:59:20.923418
2734,BWA,United States,Auto Parts,Consumer Cyclical,NYQ,BorgWarner Inc.,USD,USD,30.24,30.48,29.33,30.48,30.24,30.02,29.33,38.23,32.706,33.6336,4107050.0,2324308.0,2732610.0,6613496320.0,218700000.0,1.03092,0.46675816,9751875584.0,0.06331,1.0665056,0.688,5.182,0.44,0.014099999,0.1089,1.62,0.11,3.68,919000000.0,1.62,4.66,3.909,-0.048,0.18518999,0.13283,0.08437,0.052670002,0.15923999,2000000000.0,9.145,4738999808.0,74.606,28.148,1.407,1.844,2624000000.0,621000000.0,1540999936.0,46.0,31.0,39.18235,40.0,1.94737,buy,17.0,1136:1000,2023-07-05 02:00:00,-0.04905659,1.186,18.530865,6.136976,1.2103,2025-02-10 00:59:23.040826
2735,PJT,United States,Capital Markets,Financial Services,NYQ,PJT Partners Inc.,USD,USD,176.98,176.66,173.48,177.555,176.98,173.54,88.51,190.275,161.5862,131.9283,208000.0,231078.0,260530.0,6963795456.0,23701900.0,0.86864,5.174273,4844527616.0,0.080249995,25.87446,3.6,,1.0,0.006,0.25,0.72,0.25,0.272,108001000.0,4.82,5.29,0.177,0.172,0.95913005,,0.15144,0.14011,0.22805999,148836000.0,6.279,353308000.0,40.125,6.707,1.409,1.409,1290850048.0,,459008000.0,182.0,144.0,169.5,176.0,3.33333,hold,4.0,,,0.81722975,0.602,36.004147,24.609352,,2025-02-10 00:59:25.150951
2736,BYD,United States,Resorts & Casinos,Consumer Cyclical,NYQ,Boyd Gaming Corporation,USD,USD,78.57,80.0,76.415,80.18,78.57,77.22,49.34,80.18,74.061,63.41155,1853673.0,818251.0,971000.0,6944734720.0,88389104.0,0.71149004,1.806788,10492708864.0,0.1301,4.204509,2.73,8.672,0.68,0.0087,0.1099,2.1,0.17,-0.03,500051008.0,6.08,6.45,0.065,0.064,0.61958003,0.31478,0.23733,0.09380999,0.29412,287080992.0,3.248,3835056896.0,235.02,18.366,0.672,0.822,2381466112.0,408487136.0,912283008.0,93.0,75.0,83.07143,82.0,2.0,buy,14.0,,,0.1770786,1.559,12.700658,10.748438,,2025-02-10 00:59:27.310623
2737,SPXC,United States,Building Products & Equipment,Industrials,NYQ,"SPX Technologies, Inc.",USD,USD,152.44,152.53,149.605,152.8255,152.44,151.02,103.11,183.83,154.005,150.1711,149699.0,273213.0,312010.0,7066920448.0,46358700.0,0.96416,3.6814547,7660584960.0,0.09111,5.153739,3.991,19.301,,,,2.41,0.094435,,176900000.0,3.73,6.3,,0.078,0.40165,0.20676,0.16911,0.07395,0.14123,126900000.0,2.737,786400000.0,57.9,29.303,1.127,1.854,771000000.0,212850000.0,245900000.0,182.0,160.0,171.4,175.0,2.0,buy,5.0,3971:1000,2015-09-28 02:00:00,0.40575433,1.223,40.487938,24.699476,1.3938,2025-02-10 00:59:29.437036
2738,DINO,United States,Oil & Gas Refining & Marketing,Energy,NYQ,HF Sinclair Corporation,USD,USD,36.68,36.84,36.24,36.96,36.68,36.25,33.47,64.16,36.9814,45.8996,1870907.0,2244983.0,2876540.0,6829717504.0,188406000.0,0.81291,0.2296456,8880589824.0,0.011039999,0.7101995,0.299,8.583,2.0,0.0545,1.1272,3.36,0.5,,326364992.0,1.73,3.13,,-0.191,0.0579,0.03479,-0.015420001,0.01564,0.03573,1229481984.0,6.535,3141935104.0,32.49,51.042,0.879,1.808,1722013952.0,1133438208.0,1481058048.0,58.0,31.0,46.875,48.0,2.41176,buy,14.0,2:1,2011-09-01 02:00:00,-0.38373655,1.162,20.953756,14.685984,,2025-02-10 00:59:31.559203
2739,JXN,United States,Insurance - Life,Financial Services,NYQ,Jackson Financial Inc.,USD,USD,92.7,93.1,91.96,93.83,92.7,93.27,48.0,115.22,92.737,86.5677,463175.0,617948.0,478440.0,6889090048.0,73861800.0,0.96208,1.720552,9799088128.0,-0.23926,0.6822171,2.447,,2.8,0.030199999,0.0951,,0.7,,-1002000000.0,-11.62,20.7,,-0.18,0.20405,,0.29137,-0.00374,-0.08904,3137999872.0,42.485,5305999872.0,48.648,136.716,0.132,1.454,817000000.0,-1662000000.0,5902000128.0,116.0,95.0,102.0,101.0,,none,5.0,,,0.7881944,1.486,,4.4516463,,2025-02-10 00:59:33.676164
2740,UGI,United States,Utilities - Regulated Gas,Utilities,NYQ,UGI Corporation,USD,USD,32.01,31.98,31.6,32.195,32.01,32.0,22.01,32.64,29.1182,25.41065,2966914.0,2456420.0,2118330.0,6874015744.0,214812992.0,0.86647004,0.9324492,12066983936.0,0.09129,1.4676206,1.637,6.526,1.5,0.060500003,0.4777,4.3,0.375,,673000000.0,2.55,3.0,,-0.168,0.53201,0.25081,0.10942,0.05361,0.14852001,183000000.0,0.852,6920999936.0,147.569,21.804,0.556,0.91,3921999872.0,247250000.0,1280999936.0,38.0,33.0,35.0,34.5,1.5,strong_buy,4.0,3:2,2014-09-08 02:00:00,0.3586588,1.148,12.54902,10.457517,,2025-02-10 00:59:35.791313
2741,ZWS,United States,Pollution & Treatment Controls,Industrials,NYQ,Zurn Elkay Water Solutions Corporation,USD,USD,38.3,38.32,37.9,38.68,38.3,38.2,28.25,41.15,38.6738,34.4166,733554.0,879148.0,950850.0,6505765888.0,170308000.0,0.93927,4.1902394,7054824448.0,0.088690005,4.089498,4.544,20.934,0.36,0.0092,0.4103,0.81,0.09,0.051,136300000.0,0.91,1.34,0.063,0.029,0.45194998,0.21706,0.17537001,0.05668,0.08524,187900000.0,1.107,554300032.0,34.939,9.341,1.559,2.705,701699968.0,276037504.0,288100000.0,43.0,37.0,40.57143,42.0,2.375,buy,7.0,,,0.18907177,0.958,41.97802,25.471083,1.737,2025-02-10 00:59:37.902870
2742,TIMB,Brazil,Telecom Services,Communication Services,NYQ,TIM S.A.,USD,BRL,13.39,13.45,13.37,13.555,13.39,13.43,11.32,19.14,12.6534,14.90555,472170.0,543990.0,724440.0,6534675456.0,484120992.0,0.04678,0.26042685,45095952384.0,0.12706,1.3006004,1.797,4.239,0.94,0.070300005,0.8273,4.04,0.22,0.124,3188177920.0,1.14,1.46,0.067,0.06,0.53209,0.42394,0.22523001,0.063590005,0.12369,4332362240.0,1.722,15642378240.0,60.216,10.326,0.85,0.968,13351313408.0,3907394560.0,12659161088.0,23.2,13.6,18.0625,18.0,,none,8.0,,,-0.27933264,0.49,11.780703,9.452555,0.7704,2025-02-10 00:59:40.017901
2743,VOYA,United States,Financial Conglomerates,Financial Services,NYQ,"Voya Financial, Inc.",USD,USD,70.84,71.22,70.785,72.8,70.84,72.34,64.1,84.3,72.1026,73.63165,1332503.0,847595.0,1253820.0,6944639488.0,96000000.0,1.02862,0.88365436,10898223104.0,0.08805,1.4891515,1.387,8.288,1.8,0.026099999,0.2615,1.37,0.45,-0.565,651000000.0,6.17,9.87,-0.572,0.073,0.53429,0.16732,0.09458,0.00483,0.12824,1755000064.0,18.24,4206000128.0,63.902,48.578,1.177,8.712,4199000064.0,942374976.0,1630000000.0,94.0,75.0,80.41667,80.0,2.46154,buy,12.0,,,0.014608979,1.03,11.724472,7.0541744,,2025-02-10 00:59:42.136261
2744,JBTM,United States,Specialty Industrial Machinery,Industrials,NYQ,JBT Marel Corporation,USD,USD,130.0,129.8,127.5,130.8,130.0,127.53,82.64,133.98,125.829,104.2504,298490.0,614195.0,388230.0,6744143360.0,51878000.0,0.76914,3.9835463,4176891648.0,0.10248,2.5617692,2.467,15.667,0.4,0.0031,0.089499995,0.37,0.1,-0.912,144200000.0,4.39,,-0.912,0.124,0.35907,0.15747,0.12891,0.04393,0.09749,535500000.0,16.817,651500032.0,41.102,49.782,1.838,2.547,607900032.0,-37262500.0,76700000.0,147.0,85.0,130.83333,139.0,2.28571,buy,6.0,,,0.2587142,1.226,29.050114,24.859648,,2025-02-10 00:59:44.250287
2745,R,United States,Rental & Leasing Services,Industrials,NYQ,"Ryder System, Inc.",USD,USD,156.88,157.3,156.395,159.1883,156.88,157.93,106.62,171.78,161.7226,141.97675,326884.0,301940.0,354140.0,6678891008.0,42290200.0,0.90483004,0.5355967,15273892864.0,0.03833,2.185489,1.225,6.114,3.24,0.0207,0.2753,3.2,0.81,-0.118,476000000.0,10.76,13.6,-0.07,0.083,0.19182,0.20031999,0.08996,0.03052,0.15537,162000000.0,3.831,8757000192.0,286.551,72.263,0.633,0.742,2392000000.0,-306624992.0,2217999872.0,190.0,139.55,171.22144,176.0,,none,7.0,3:2,1986-06-02 02:00:00,0.33948088,1.272,14.677508,11.735734,,2025-02-10 00:59:46.366668
2746,AWI,United States,Building Products & Equipment,Industrials,NYQ,"Armstrong World Industries, Inc.",USD,USD,153.15,152.92,150.22,153.6699,153.15,151.01,101.73,164.4,150.1384,131.92245,168563.0,185946.0,221710.0,6675532800.0,43588200.0,1.0195099,4.801505,7136049664.0,0.17945999,9.196151,5.133,18.964,1.23,0.008,0.1975,1.03,0.308,0.106,249500000.0,5.59,6.84,0.122,0.113,0.40098998,0.27066,0.22944,0.09843001,0.38311002,74300000.0,1.705,628099968.0,87.601,16.421,0.956,1.638,557500032.0,183724992.0,237300000.0,167.0,140.0,153.0,152.0,2.28571,buy,8.0,,,0.46065807,1.128,27.014309,21.986261,,2025-02-10 00:59:48.474247
