Pays,Industrie,Secteur,Bourse,Nom complet,Ticker,Devise,Devise financière,Clôture précédente,Prix d’ouverture,Plus bas du jour,Plus haut du jour,Clôture précédente marché régulier,Prix actuel,Plus bas sur 52 semaines,Plus haut sur 52 semaines,Moyenne sur 50 jours,Moyenne sur 200 jours,Volume,Volume moyen,Volume moyen 10 jours,Capitalisation boursière,Actions en circulation,Pourcentage détenu institutions,Ratio cours/ventes TTM,Valeur d’entreprise,Marges bénéficiaires,Ratio cours/valeur comptable,Valeur entreprise / chiffre d’affaires,Valeur entreprise / EBITDA,Taux de dividende,Rendement du dividende,Ratio de distribution,Rendement moyen 5 ans,Valeur dernier dividende,Croissance trimestrielle bénéfices,Bénéfice net actions ordinaires,BPA historique,BPA prévisionnel,Croissance bénéfices,Croissance chiffre d’affaires,Marges brutes,Marges EBITDA,Marges opérationnelles,Rendement actifs,Rendement capitaux propres,Trésorerie totale,Trésorerie par action,Dette totale,Ratio dette/capitaux propres,Valeur comptable,Ratio liquidité immédiate,Ratio liquidité courante,Bénéfice brut,Flux de trésorerie dispo,Flux de trésorerie exploitation,Objectif prix élevé,Objectif prix bas,Prix cible moyen,Prix cible médian,Moyenne des recommandations,Recommandation clé,Nombre d’avis analystes,Dernier split,Date dernier split,Variation 52 semaines,Bêta,PER historique,PER prévisionnel,Ratio PEG historique,Business_models
Switzerland,Drug Manufacturers - General,Healthcare,EBS,Roche Holding AG,ROG.SW,CHF,CHF,289.0,288.7,286.2,290.6,289.0,290.6,212.9,292.1,264.404,261.31,1248673.0,1086835,1194318,233606660096,690097984,0.38664,3.8561044,258539257856,0.17528999,8.000441,4.268,12.287,9.6,0.0337,0.72510004,3.16,9.7,-0.123,10618999808,13.24,20.49,-0.121,0.005,0.74538004,0.34732,0.35268003,0.12488,0.36356,8814000128,11.062,36174999552,110.035,36.323,0.801,1.264,45155999744,8125374976.0,16110999552.0,448.0,230.0,307.3405,292.0,2.68421,hold,19.0,100:1,988934400.0,0.2703297,0.145,21.94864,13.127337,1.4066,"Roche est un leader mondial de l’industrie pharmaceutique et du diagnostic, opérant un modèle intégré qui combine le développement de médicaments innovants et des solutions de diagnostic avancées. Son modèle repose sur une forte R&D, l’expansion de son portefeuille de traitements et le développement de solutions personnalisées basées sur les biomarqueurs.
En 2024, Roche a généré un chiffre d’affaires de 60,5 milliards de CHF (+7 % à taux de change constants), porté par une croissance de +9 % en pharmacie et +8 % en diagnostic hors impact COVID-19. Le groupe est structuré en deux divisions. Pharmaceuticals (76 % des revenus, 46,2 milliards CHF) est porté par les succès de Vabysmo (+68 %), Hemlibra (+12 %), Ocrevus (+9 %) et Polivy (+39 %), avec un total de 17 médicaments blockbusters. Diagnostics (24 % des revenus, 14,3 milliards CHF) affiche une forte croissance en immunodiagnostic, tests moléculaires et pathologie.
Géographiquement, Roche est bien diversifié avec 41 % des revenus en Europe, 36 % aux États-Unis, 12 % en Chine et 11 % dans d’autres régions. L’entreprise poursuit ses investissements en oncologie, neurosciences, immunologie et thérapies innovantes, avec plusieurs traitements prometteurs en phase avancée, notamment dans la sclérose en plaques, Alzheimer et les maladies rares.
Risque principal : Roche est exposé à la perte d’exclusivité de plusieurs médicaments clés (1,2 milliard CHF en 2025), à la pression réglementaire sur les prix des médicaments et à la complexité des essais cliniques pour les nouvelles thérapies. Son modèle nécessite une innovation continue et une gestion stratégique des brevets pour maintenir sa croissance."
United Kingdom,Aerospace & Defense,Industrials,LSE,Rolls-Royce Holdings plc,RR.L,GBp,GBP,602.8,603.0,598.2,614.8,602.8,613.4,300.5,624.8,583.676,512.954,27721221.0,25222998,30699174,52446007296,8504900096,0.65199,2.9424376,51516641280,0.13083,,2.89,20.354,,,,1.74,1.578574,-0.065,2332000000,0.28,20.87,-0.071,0.178,0.22986001,0.142,0.13328,0.04605,,4336000000,0.517,5282999808,,-0.274,0.74,1.277,4096999936,1088375040.0,3228999936.0,830.0,240.00002,611.529,640.0,2.05882,buy,17.0,,,0.9501779,1.81,21.907145,2882.6543,0.5376,"Rolls-Royce est un acteur majeur de l’industrie aéronautique, de la défense et des systèmes énergétiques, spécialisé dans la fabrication de moteurs d’avions, les solutions énergétiques et les réacteurs nucléaires. Son modèle repose sur une intégration verticale forte, des technologies différenciées et des revenus récurrents grâce aux contrats de maintenance à long terme (LTSA).
En 2024, Rolls-Royce a réalisé un chiffre d’affaires de 15,4 milliards de livres sterling (+21 % vs 2023), avec un résultat opérationnel de 2,1 à 2,3 milliards de livres et un cash-flow libre attendu entre 2,1 et 2,2 milliards de livres. Le groupe est structuré en trois divisions principales. Civil Aerospace (48 % des revenus, 7,3 milliards £) bénéficie d’une forte demande pour ses moteurs Trent XWB et Pearl, avec une croissance du trafic aérien et des services de maintenance. Defence (26 % des revenus, 4,1 milliards £) repose sur les contrats gouvernementaux pour les moteurs de sous-marins, avions de combat et transport militaire. Power Systems (26 % des revenus, 4,0 milliards £) se concentre sur les solutions énergétiques pour l’industrie et les infrastructures, notamment les batteries et systèmes hybrides.
Géographiquement, Rolls-Royce réalise 37 % de son chiffre d’affaires en Europe, 31 % en Amérique du Nord, 26 % en Asie et 6 % dans le reste du monde. L’entreprise investit dans la décarbonation avec des moteurs compatibles 100 % SAF, les petits réacteurs nucléaires (SMR) et les solutions hybrides électriques pour réduire son empreinte carbone.
Risque principal : Rolls-Royce est exposé à la volatilité des cycles aéronautiques, à la dépendance aux contrats militaires et aux régulations énergétiques, ainsi qu’à des défis de rentabilité sur ses nouvelles technologies (SMR, batteries, moteurs à hydrogène). La réduction de sa dette nette et l’optimisation des coûts restent des priorités pour améliorer sa compétitivité."
France,Building Products & Equipment,Industrials,PAR,Compagnie de Saint-Gobain S.A.,SGO.PA,EUR,EUR,93.58,93.52,92.4,93.9,93.58,93.58,67.09,94.36,87.2884,81.725,842594.0,1093621,1115995,46509260800,497000000,0.54316,1.0011896,56656846848,0.061979998,1.9510466,1.22,8.667,2.1,0.0224,0.3691,3.1,2.1,0.145,2879000064,5.69,6.94,0.163,-0.06,0.27257,0.14072,0.11472999,0.05445,0.124139994,8169999872,16.354,17613000704,72.108,47.964,0.944,1.411,12661999616,3475749888.0,5858999808.0,147.0,72.0,99.85294,99.0,1.88235,buy,17.0,4:1,1025136000.0,0.3534857,1.37,16.446398,13.670235,1.5344,"Saint-Gobain est un leader mondial des matériaux de construction et des solutions pour l’habitat durable, opérant dans la fabrication, la distribution et les solutions innovantes pour le bâtiment et l’industrie. Son modèle repose sur la transition vers une construction bas carbone, la rénovation énergétique et l’expansion vers les marchés émergents.
En 2024, le groupe a généré un chiffre d’affaires de 35 milliards d’euros (-3,9 % en organique vs 2023) avec une marge opérationnelle record de 11,7 %. Les revenus sont répartis en quatre segments. Europe, Moyen-Orient & Afrique (54 % des revenus, 18,9 milliards €) a connu une contraction des volumes, particulièrement en France et en Allemagne. Amériques (21 % des revenus, 7,5 milliards €) affiche une croissance en Amérique du Nord (+2,7 %), tandis que l’Amérique latine est en recul. Asie-Pacifique (5 % des revenus, 1,8 milliard €) bénéficie d’une forte dynamique en Inde (+6 %). Solutions Haute Performance (21 % des revenus, 7,4 milliards €) maintient une croissance stable grâce à l’industrie et la mobilité.
Saint-Gobain investit dans la croissance externe avec l’acquisition de CSR en Australie et de Fosroc dans les matériaux de construction chimiques, consolidant son leadership dans les marchés en expansion. 
Risque principal : Saint-Gobain est exposé à la cyclicité des marchés de la construction, aux fluctuations des coûts des matières premières et de l’énergie, ainsi qu’à la sensibilité aux réglementations environnementales et aux aides publiques en rénovation. L’entreprise doit également gérer l’intégration des acquisitions et l’optimisation de ses coûts de production pour préserver sa rentabilité."
Germany,Specialty Industrial Machinery,Industrials,GER,Siemens Aktiengesellschaft,SIE.DE,EUR,EUR,207.45,207.55,206.55,212.2,207.45,211.15,150.68,212.2,195.7976,179.7306,1937400.0,1122127,1250760,165376262144,783217024,0.41085,2.1034617,195002515456,0.103269994,3.3460104,2.48,16.466,4.7,0.0251,0.4714,3.1,5.2,0.549,7975000064,10.27,8.49,0.56,0.042,0.38854998,0.15063,0.13825,0.040799998,0.16410999,7758000128,9.83,49901998080,91.117,63.105,0.79,1.404,30548000768,3409625088.0,11352000512.0,285.0,130.0,215.83136,216.495,1.72727,buy,22.0,,,0.25620687,1.216,20.559881,17.431223,2.3157,"Siemens est un leader mondial de la technologie industrielle, spécialisé dans l’automatisation, l’électrification et la digitalisation. Son modèle repose sur l’IA industrielle, les infrastructures énergétiques intelligentes et la mobilité durable.
En 2024, Siemens a réalisé un chiffre d’affaires de 75,9 milliards d’euros (+3 % vs 2023) et un EBIT de 11,4 milliards d’euros, avec une marge opérationnelle de 15,5 %. Les trois divisions principales sont Digital Industries (25 % des revenus), qui bénéficie de la croissance du numérique (+14 %), Smart Infrastructure (31 %), porté par les solutions énergétiques intelligentes, et Mobility (15 %), en progression avec les commandes ferroviaires.
Géographiquement, Siemens répartit ses revenus entre Asie-Pacifique (46 %), Amérique du Nord (31 %) et Europe (22 %). L’entreprise renforce son portefeuille avec l’acquisition d’Altair Engineering pour 10,6 milliards de dollars, consolidant sa position dans les logiciels de simulation et jumeaux numériques.
Risque principal : Siemens est exposé aux cycles industriels, aux tensions géopolitiques et à la concurrence accrue dans l’IA et le cloud industriel. Son succès repose sur l’innovation continue et l’optimisation de ses investissements."
France,Integrated Freight & Logistics,Industrials,PAR,STEF SA,STF.PA,EUR,EUR,136.4,137.0,136.9,137.8,136.4,137.0,114.2,147.0,131.472,132.061,1627.0,2786,2530,1717733376,12538200,0.122930005,0.37438247,2999616512,0.03592,1.4363899,0.654,7.898,5.1,0.0374,0.3932,2.76,5.1,-0.283,163596000,12.97,14.99,-0.279,0.067,0.11056,0.082770005,0.04322,0.04221,0.14362,141702000,11.342,1437078016,120.59,95.378,0.662,0.725,507264000,-42118752.0,311043008.0,166.0,152.6,158.65,158.0,1.25,strong_buy,4.0,4:1,1135814400.0,0.12913907,0.879,10.562837,9.794459,,"STEF est le leader européen du transport et de la logistique sous température dirigée, opérant sur les segments des produits frais, surgelés et secs. Son modèle repose sur une intégration verticale, une couverture géographique étendue et une expertise en logistique agroalimentaire.
En 2024, STEF a réalisé un chiffre d’affaires de 2,33 milliards d’euros (+6,7 % vs 2023), avec une marge opérationnelle en baisse à 5,2 % en raison de l’intégration de nouvelles acquisitions et d’une consommation alimentaire atone. La répartition des revenus montre une dynamique contrastée : France (1,17 milliard €, +1,5 %), International (858,9 millions €, +19,1 %), avec une forte progression en Italie et en Espagne grâce aux acquisitions de Transwest (Belgique) et Bakker (Pays-Bas).
Le groupe poursuit sa croissance externe, notamment avec les acquisitions récentes de Montfrisa (Espagne), TDL Fresh Logistics (Belgique) et Long Lane Deliveries (Écosse), renforçant son maillage territorial en Europe du Nord. Parallèlement, STEF investit dans la décarbonation de sa flotte via l’intégration de véhicules électriques, au biogaz et à l’hydrogène.
Risque principal : STEF est exposé à la faiblesse de la consommation alimentaire, à la hausse des coûts d’exploitation (salaires, énergie, matériel roulant) et aux taux d’intérêt élevés, impactant ses capacités d’investissement. Son modèle repose sur l’optimisation de son réseau logistique et la montée en puissance des synergies avec ses acquisitions."
Switzerland,Medical Instruments & Supplies,Healthcare,EBS,Straumann Holding AG,STMN.SW,CHF,CHF,126.4,126.5,124.9,126.9,126.4,125.1,103.75,151.5,120.205,119.508,250320.0,286402,277843,19946319872,159443008,0.37974,7.849226,20271638528,0.10651,10.132015,7.977,29.062,0.85,0.0067000003,0.4722,0.58,0.85,0.12,287880992,1.79,3.65,0.118,0.113,0.72689,0.27449,0.26563,0.10905,0.14982,333665984,2.093,453571008,23.007,12.347,1.294,2.111,1847159040,155048624.0,503340000.0,175.0,90.0,132.05263,140.0,2.52381,hold,19.0,10:1,1650412800.0,-0.096820295,1.252,69.88827,34.202007,1.0755,"Straumann est un leader mondial des solutions dentaires, spécialisé dans l’implantologie, l’orthodontie numérique et la restauration dentaire. Son modèle repose sur l’innovation technologique, la digitalisation des soins dentaires et l’expansion des marchés émergents.
En 2024, Straumann a généré un chiffre d’affaires de 1,9 milliard CHF sur les neuf premiers mois (+14,5 % en organique), avec une rentabilité stable dans une fourchette de 27-28 %. Le groupe est structuré autour de trois segments : Implantologie (50 % du marché premium), Orthodontie numérique (ClearCorrect), et CADCAM (prothèses et équipements de fabrication dentaire).
Géographiquement, la croissance est tirée par l’Asie-Pacifique (+19,7 %), l’Amérique latine (+18,9 %) et l’Europe (+11,4 %), tandis que l’Amérique du Nord progresse plus lentement (+2,0 %). Straumann accélère dans le numérique avec le lancement global du scanner intraoral SIRIOS et investit dans de nouvelles usines en Chine et au Brésil pour soutenir sa production.
Risque principal : Straumann est exposé à la sensibilité des dépenses de santé aux cycles économiques, à une forte concurrence dans l’orthodontie numérique (Invisalign) et aux fluctuations des devises impactant ses marges. Son succès repose sur l’innovation continue et l’adoption croissante des solutions digitales dans les soins dentaires."
Japan,Conglomerates,Industrials,JPX,Sumitomo Corporation,8053.T,JPY,JPY,3380.0,3374.0,3315.0,3379.0,3380.0,3327.0,2675.5,4433.0,3328.62,3538.89,2521600.0,2877293,3197780,4089714835456,1209980032,0.35456002,0.57723993,7469144735744,0.05017,0.91449714,1.054,13.838,130.0,0.039300002,0.4363,4.7,65.0,-0.179,355221995520,323.72,443.29,-0.171,0.044,0.19573,0.07618,0.05291,0.023599999,0.0868,692540014592,572.357,3693828112384,80.178,3638.065,0.967,1.766,1386704011264,179479871488.0,464457990144.0,5200.0,3500.0,3982.0,3670.0,2.1,buy,10.0,,,-0.015725076,0.68,10.2774,7.5052447,,"Sumitomo Corporation est un conglomérat japonais diversifié, actif dans les métaux, les infrastructures, l’automobile, l’énergie, les télécommunications et les services financiers. Son modèle repose sur une gestion active du portefeuille d’actifs, des investissements stratégiques et une forte présence internationale.
En 2024, le groupe a généré un bénéfice net de 254 milliards de yens sur le premier semestre (-11 % vs 2023), tout en maintenant un objectif annuel de 530 milliards de yens. Son activité est segmentée en ressources minérales (20 % des revenus), transformation énergétique (23 %), infrastructures et construction (16 %), automobile (9 %), médias & digital (8 %), immobilier et services urbains (7 %).
Géographiquement, Sumitomo est bien diversifié avec 34 % des revenus en Asie, 30 % en Amérique du Nord, 22 % en Europe et 14 % dans d’autres régions. Le groupe continue d’investir massivement dans la transition énergétique, avec des projets d’énergies renouvelables en Europe et en Asie, ainsi qu’une entrée sur le marché du gaz naturel en Inde. Il a également renforcé sa présence dans la distribution d’équipements de construction en Afrique avec l’acquisition de BIA Group.
Risque principal : Sumitomo est exposé à la volatilité des prix des matières premières, aux fluctuations monétaires et aux tensions géopolitiques. La gestion de son portefeuille d’investissements, notamment dans l’énergie et les infrastructures, sera clé pour atteindre ses objectifs de croissance à horizon 2026."
France,Oil & Gas Equipment & Services,Energy,PAR,Technip Energies N.V.,TE.PA,EUR,EUR,27.8,27.8,27.8,28.48,27.8,28.48,18.33,28.48,26.1028,23.03545,371035.0,322420,227985,5015356416,174344992,0.73697,0.7818658,2688441600,0.056560002,2.537872,0.419,5.45,0.57,0.020499999,0.2908,,0.57,0.079,362800000,1.96,2.38,0.074,0.131,0.15207,0.0769,0.07698,0.03629,0.20376,3320100096,18.358,980700032,48.32,11.222,0.878,1.031,975500032,276875008.0,555400000.0,37.0,25.0,29.84615,29.0,1.84615,buy,13.0,,,0.49582994,0.678,14.530612,12.181664,,"Technip Energies est un leader de l’ingénierie et des technologies énergétiques, spécialisé dans le gaz naturel liquéfié (GNL), la transition énergétique, le captage du carbone et l’hydrogène. Son modèle repose sur la gestion de grands projets d’infrastructures énergétiques, l’innovation technologique et une diversification vers les énergies bas carbone.
En 2024, Technip Energies a réalisé un chiffre d’affaires de 5,0 milliards d’euros (+13 % vs 2023) et un carnet de commandes en progression à 15,9 milliards d’euros. Ses revenus sont répartis en Project Delivery (70 % des revenus, en forte croissance grâce aux projets LNG) et Technology, Products & Services (30 %), porté par l’essor des carburants renouvelables et de la captation du CO₂. Le groupe a consolidé son portefeuille avec des contrats clés aux États-Unis, en Inde et au Royaume-Uni, dont la FEED du projet Exxon Rovuma LNG et un EPFC pour un terminal GNL à Lake Charles. Il a également réalisé deux acquisitions en Italie pour renforcer son expertise en ingénierie des procédés et conception de pipelines.
Risque principal : Technip Energies est exposé à la volatilité des investissements dans l’énergie, aux délais d’approbation des grands projets et à la concurrence croissante dans le secteur des énergies renouvelables et du captage du carbone. Son modèle repose sur une exécution rigoureuse des projets et une montée en puissance des solutions bas carbone."
United States,Software - Infrastructure,Technology,NMS,"Tenable Holdings, Inc.",TENB,USD,USD,40.23,40.79,40.05,41.0,40.23,40.85,35.25,52.5,41.5596,41.9022,1180166.0,1017008,1559870,4889662976,119698000,0.92999,5.5716558,5052345856,-0.06816,12.1037035,5.757,335.437,,,,,,,-59817000,-0.31,1.45,,0.127,0.77549005,0.01716,-0.00759,-0.00696,-0.15989,548449024,4.565,409744992,101.283,3.375,1.128,1.284,680563968,190431504.0,174862000.0,55.0,40.0,49.19789,50.0,2.04348,buy,19.0,,,-0.20572555,0.832,,22.716404,,"Tenable est un acteur singulier de la cybersécurité, spécialisé dans la gestion des vulnérabilités et la sécurisation des environnements IT, cloud et OT (technologies opérationnelles). Son modèle repose sur une approche unifiée de l'exposition aux menaces, combinant analytique avancée, intelligence artificielle et automatisation des processus de sécurité.
En 2024, Tenable a réalisé un chiffre d’affaires de 227,1 millions de dollars au troisième trimestre (+13 % vs 2023), avec 96 % de revenus récurrents et une marge brute de 81 %. Son portefeuille de solutions comprend Tenable One, Tenable Vulnerability Management, Tenable Cloud Security et Tenable OT Security, permettant une couverture complète des risques sur les infrastructures cloud, on-premises et industrielles. L’entreprise détient la première place mondiale en gestion des vulnérabilités selon IDC et Forrester. Tenable bénéficie d’une forte présence dans les grandes entreprises, avec 65 % des sociétés du Fortune 500 et 50 % des entreprises du Global 2000 parmi ses clients. Son marché adressable est estimé à 33 milliards de dollars en 2027, porté par la croissance de la gestion des cyber-risques, des environnements cloud et des actifs critiques.
Risque principal : Tenable est exposé à la concurrence croissante des acteurs spécialisés en cybersécurité (Palo Alto Networks, CrowdStrike, Microsoft), aux évolutions réglementaires sur la protection des données et à la nécessité d’une innovation continue pour faire face aux nouvelles menaces. Son modèle repose sur l’expansion de ses solutions SaaS et l’intégration avancée de l’IA dans ses analyses de risques."
France,Aerospace & Defense,Industrials,PAR,Thales S.A.,HO.PA,EUR,EUR,157.6,157.9,156.45,159.1,157.6,159.1,131.45,174.5,144.622,150.9645,215245.0,265337,221675,32665298944,205312992,0.20278,1.7008659,37065121792,0.07247,4.4863663,1.93,15.672,3.45,0.0219,0.7375,1.99,0.85,0.568,953299968,4.62,9.49,0.594,0.089,0.26014,0.12314,0.08088,0.02743,0.12404,3817100032,18.586,8410899968,113.864,35.463,0.588,0.844,4995999744,2794362624.0,1443900032.0,195.0,160.0,178.93333,182.0,1.93333,buy,15.0,,,0.17655838,0.585,34.437233,16.65163,1.5837,"Thales est un acteur reconnu de l’aérospatial, de la défense, de la sécurité numérique et des systèmes de communication. Son modèle repose sur une forte diversification sectorielle, l’innovation technologique et des contrats de long terme dans les secteurs stratégiques.
En 2024, le groupe a réalisé un chiffre d’affaires de 9,49 milliards d’euros au premier semestre (+8,9 % vs 2023) et un EBIT de 1,1 milliard d’euros (+10,4 %). La répartition des revenus se structure autour de trois divisions principales. Aerospace (27 % du chiffre d’affaires, 2,58 milliards €) est porté par l’avionique, mais subit des difficultés dans l’activité spatiale. Défense & Sécurité (52 % du chiffre d’affaires, 4,94 milliards €) bénéficie d’une forte dynamique avec une augmentation de 36 % des commandes, notamment grâce aux radars et aux systèmes de surveillance. Digital Identity & Security (20 % du chiffre d’affaires, 1,93 milliard €) est soutenu par la cybersécurité et la biométrie, bien que le marché des paiements soit en ralentissement.
Géographiquement, les revenus se répartissent entre l’Europe (61 %), l’Amérique du Nord (13 %), l’Asie (10 %) et le Moyen-Orient (6 %). Thales a finalisé la vente de son activité transport à Hitachi Rail pour 1,66 milliard d’euros, renforçant son recentrage sur ses segments clés. Par ailleurs, le groupe a acquis Cobham Aerospace Communications et Get SAT, consolidant sa position dans les communications sécurisées et la connectivité satellite.
Risque principal : Thales est exposé aux cycles de dépenses militaires, aux délais d’approbation des grands contrats, ainsi qu’aux régulations sur les technologies critiques et la cybersécurité. L’optimisation de la rentabilité et la montée en puissance des segments stratégiques (cybersécurité, spatial, défense avancée) seront essentielles pour assurer sa croissance."
Japan,Textile Manufacturing,Consumer Cyclical,JPX,"Toray Industries, Inc.",3402.T,JPY,JPY,1084.0,1070.0,1062.0,1072.0,1084.0,1071.5,633.0,1108.5,1017.044,848.1045,5806900.0,5985831,6253340,1692723576832,1579769984,0.38898998,0.6613937,2496513441792,0.01897,0.9941833,0.975,9.369,18.0,0.0166,0.5948,2.23,9.0,0.921,48554000384,30.22,67.66,0.92,0.056,0.19094999,0.104119994,0.06313,0.025039999,0.03186,220698001408,137.749,888954028032,48.357,1077.769,0.981,1.85,488706998272,23505750016.0,235633000448.0,1300.0,870.0,1079.091,1100.0,1.8,buy,11.0,,,0.5657952,0.739,35.456654,15.8365345,,"Toray est un acteur majeur des matériaux avancés et des solutions industrielles, opérant dans les secteurs des fibres et textiles, des produits chimiques de performance, des matériaux composites en fibre de carbone, de l’environnement et ingénierie, et des sciences de la vie. Son modèle repose sur une innovation continue dans les matériaux de haute technologie et une intégration forte des solutions durables.
En 2024, Toray a généré un chiffre d’affaires de 2 464,6 milliards de yens (-1,0 % vs 2023) avec une marge opérationnelle de 4,2 %. Les principales divisions sont Fibres & Textiles (40 % des revenus), Produits Chimiques de Performance (25 %), Matériaux Composites en Fibre de Carbone (10 %), Environnement & Ingénierie (15 %) et Sciences de la Vie (10 %). Toray mise sur la transition énergétique avec des investissements dans les membranes de filtration d’eau, les composites pour l’aéronautique et l’automobile, ainsi que les matériaux pour les semi-conducteurs et l’électronique.
Géographiquement, Toray est présent en Asie (46 % des revenus), en Amérique du Nord (31 %) et en Europe (22 %). Le groupe investit massivement dans la décarbonation et l’économie circulaire, avec des initiatives telles que les membranes d’électrolyse pour l’hydrogène et les solutions de recyclage avancé des polymères.
Risque principal : Toray est exposé à la volatilité des prix des matières premières, aux réglementations environnementales croissantes et à la concurrence intense dans les matériaux avancés. Sa stratégie repose sur une gestion optimisée de son portefeuille et un accent sur les innovations à forte valeur ajoutée pour maintenir sa compétitivité."
Japan,Conglomerates,Industrials,JPX,Toyota Tsusho Corporation,8015.T,JPY,JPY,2519.5,2508.0,2495.0,2528.0,2519.5,2520.0,2122.0,3545.0,2659.94,2812.8533,1108500.0,1715233,1966480,2660288430080,1055670016,0.30542,0.26288304,4112943153152,0.03313,1.0782465,0.406,6.715,100.0,0.0379,0.3171,3.09,50.0,0.008,335234007040,320.54,351.85,0.008,-0.027,0.10616,0.06053,0.051090002,0.04152,0.13919,851222986752,806.338,2035848970240,77.527,2337.128,1.008,1.634,1074330992640,256652623872.0,499524009984.0,4400.0,2400.0,3246.6667,2900.0,2.57143,hold,6.0,3:1,1719446400.0,-0.17904854,1.022,7.861733,7.1621428,,"Toyota Tsusho est un conglomérat japonais diversifié, opérant dans les secteurs de la mobilité, des infrastructures, des énergies renouvelables, de l’économie circulaire et des services financiers. Son modèle repose sur une gestion stratégique des investissements, une forte diversification et une expansion ciblée sur les marchés émergents.
En 2024, le groupe a enregistré un bénéfice net de 331,4 milliards de yens (+16,6 % vs 2023) et une croissance continue des revenus grâce à l'expansion de son activité dans les énergies renouvelables et la logistique automobile. Toyota Tsusho est structuré en plusieurs divisions, dont Mobility (35 % des revenus), Infrastructure & Énergie (22 %), Produits industriels & Services (18 %), Économie circulaire (12 %), Santé & Consommation (8 %), et Afrique (5 %).
Géographiquement, Toyota Tsusho répartit ses revenus entre Japon (25,7 %), Afrique (21,1 %), Amérique du Nord (11,5 %), Europe (10,5 %), Asie & Pacifique (14,9 %), et Amérique du Sud (8,3 %). L’entreprise poursuit son expansion dans l’hydrogène et l’électrification, avec des investissements massifs dans les batteries, les biocarburants et la mobilité durable. Elle a récemment acquis Eurus Energy Holdings et Terras Energy pour renforcer son portefeuille en énergies renouvelables et développe des projets dans l’économie circulaire et les infrastructures en Afrique.
Risque principal : Toyota Tsusho est exposé à la volatilité des matières premières, aux tensions géopolitiques et aux régulations environnementales. Sa stratégie repose sur une gestion rigoureuse des risques et une diversification intelligente pour maintenir sa croissance et renforcer ses positions dans les secteurs d’avenir."
Switzerland,Banks - Diversified,Financial Services,EBS,UBS Group AG,UBSG.SW,CHF,USD,30.42,30.39,30.22,30.6,30.42,30.31,22.53,32.88,29.4276,27.4955,4281948.0,6119294,8015083,96229097472,3174830080,0.55565,2.0384498,140002607104,0.09573,1.1095655,2.966,,0.64,0.02,0.5469,2.72,0.9,,4519000064,1.37,1.93,,0.067,,,0.24806,0.0028,0.052849997,535826989056,168.197,573992009728,,27.317,,,47206998016,,37033000960.0,44.5,21.0,30.94375,31.5,2.64706,hold,16.0,,,0.2416327,0.995,22.124086,10.648801,,"UBS est un acteur majeur de la banque mondiale, spécialisé dans la gestion de fortune, la banque d’investissement, la gestion d’actifs et la banque de détail. Son modèle repose sur une diversification des activités, une gestion rigoureuse des risques et une forte présence internationale.
En 2024, UBS a généré un chiffre d’affaires de 36,9 milliards USD (+23 % vs 2023) et un bénéfice net de 4,3 milliards USD. Le groupe est structuré en quatre divisions. Global Wealth Management (50 % des revenus, 18,4 milliards USD) reste la principale source de revenus grâce à sa forte présence sur les marchés asiatiques et américains. Personal & Corporate Banking (19 % des revenus, 7,1 milliards USD) bénéficie de la solidité du marché suisse. Asset Management (7 % des revenus, 2,4 milliards USD) connaît une progression grâce aux investissements en produits alternatifs et ESG. Investment Bank (22 % des revenus, 8,2 milliards USD) affiche une reprise des activités de trading et de conseil en fusions-acquisitions.
UBS est bien diversifié géographiquement avec 57 % de ses revenus en Amérique du Nord, 30 % en Europe et 13 % en Asie-Pacifique. L’entreprise poursuit l’intégration de Credit Suisse, renforçant ainsi sa position en gestion de fortune et en banque d’investissement. Le groupe a également finalisé la vente de certaines activités non stratégiques et accéléré ses économies de coûts pour atteindre 7,5 milliards USD d’économies d’ici 2026.
Risque principal : UBS est exposé aux cycles économiques affectant la gestion de fortune, aux réglementations bancaires accrues après l’acquisition de Credit Suisse, ainsi qu’aux tensions géopolitiques pouvant affecter les marchés financiers. Son modèle repose sur une exécution efficace de l’intégration et un contrôle strict des coûts."
